date,precipitation,temp_max,temp_min,wind,weather,cycle,Drizzle,Rain,Sun,Snow,Fog
9/20/12,0,19.4,10,2.5,drizzle,9/20/90,19.4,#N/A,#N/A,#N/A,#N/A
9/21/12,0,16.1,12.8,2.1,drizzle,9/21/90,16.1,#N/A,#N/A,#N/A,#N/A
9/22/12,0.3,19.4,11.7,1.1,rain,9/22/90,#N/A,19.4,#N/A,#N/A,#N/A
9/23/12,0,19.4,10,1.4,fog,9/23/90,#N/A,#N/A,#N/A,#N/A,19.4
9/24/12,0,21.1,10,1.8,fog,9/24/90,#N/A,#N/A,#N/A,#N/A,21.1
9/25/12,0,19.4,11.1,1.7,sun,9/25/90,#N/A,#N/A,19.4,#N/A,#N/A
9/26/12,0,19.4,9.4,1.7,drizzle,9/26/90,19.4,#N/A,#N/A,#N/A,#N/A
9/27/12,0,22.8,10,1.7,drizzle,9/27/90,22.8,#N/A,#N/A,#N/A,#N/A
9/28/12,0,25,12.2,1.1,rain,9/28/90,#N/A,25,#N/A,#N/A,#N/A
9/29/12,0,20.6,12.2,4.3,sun,9/29/90,#N/A,#N/A,20.6,#N/A,#N/A
9/30/12,0,21.1,7.8,3.1,sun,9/30/90,#N/A,#N/A,21.1,#N/A,#N/A
10/1/12,0,23.3,8.9,3,sun,10/1/90,#N/A,#N/A,23.3,#N/A,#N/A
10/2/12,0,17.8,10,4.1,sun,10/2/90,#N/A,#N/A,17.8,#N/A,#N/A
10/3/12,0,18.9,7.8,7.3,sun,10/3/90,#N/A,#N/A,18.9,#N/A,#N/A
10/4/12,0,18.9,8.3,6.5,sun,10/4/90,#N/A,#N/A,18.9,#N/A,#N/A
10/5/12,0,21.7,8.9,5.7,sun,10/5/90,#N/A,#N/A,21.7,#N/A,#N/A
10/6/12,0,23.9,7.8,5.1,sun,10/6/90,#N/A,#N/A,23.9,#N/A,#N/A
10/7/12,0,23.9,7.8,1.3,sun,10/7/90,#N/A,#N/A,23.9,#N/A,#N/A
10/8/12,0,21.1,7.8,1.9,sun,10/8/90,#N/A,#N/A,21.1,#N/A,#N/A
10/9/12,0,16.1,8.9,1.6,drizzle,10/9/90,16.1,#N/A,#N/A,#N/A,#N/A
10/10/12,0,12.2,8.3,1.4,drizzle,10/10/90,12.2,#N/A,#N/A,#N/A,#N/A
10/11/12,0,13.9,7.2,1.3,drizzle,10/11/90,13.9,#N/A,#N/A,#N/A,#N/A
10/12/12,2,13.9,8.9,4.6,rain,10/12/90,#N/A,13.9,#N/A,#N/A,#N/A
10/13/12,4.8,15.6,12.2,3.9,rain,10/13/90,#N/A,15.6,#N/A,#N/A,#N/A
10/14/12,16.5,17.8,13.3,3.4,rain,10/14/90,#N/A,17.8,#N/A,#N/A,#N/A
10/15/12,7.9,17.2,11.1,4.6,rain,10/15/90,#N/A,17.2,#N/A,#N/A,#N/A
10/16/12,0,16.1,8.3,5.5,sun,10/16/90,#N/A,#N/A,16.1,#N/A,#N/A
10/17/12,0,14.4,6.1,1.6,sun,10/17/90,#N/A,#N/A,14.4,#N/A,#N/A
10/18/12,20.8,17.8,6.7,2,rain,10/18/90,#N/A,17.8,#N/A,#N/A,#N/A
10/19/12,4.8,15,9.4,5.3,rain,10/19/90,#N/A,15,#N/A,#N/A,#N/A
10/20/12,0.5,11.1,6.1,5.7,rain,10/20/90,#N/A,11.1,#N/A,#N/A,#N/A
10/21/12,6.4,11.7,4.4,2.7,rain,10/21/90,#N/A,11.7,#N/A,#N/A,#N/A
10/22/12,8.9,7.8,3.3,2.6,rain,10/22/90,#N/A,7.8,#N/A,#N/A,#N/A
10/23/12,0,11.1,5.6,3,rain,10/23/90,#N/A,11.1,#N/A,#N/A,#N/A
10/24/12,7.1,11.7,6.1,2.1,rain,10/24/90,#N/A,11.7,#N/A,#N/A,#N/A
10/25/12,0,11.7,6.7,1.5,sun,10/25/90,#N/A,#N/A,11.7,#N/A,#N/A
10/26/12,1.5,11.1,7.2,2.5,rain,10/26/90,#N/A,11.1,#N/A,#N/A,#N/A
10/27/12,23.1,14.4,9.4,5.1,rain,10/27/90,#N/A,14.4,#N/A,#N/A,#N/A
10/28/12,6.1,14.4,10,3.8,rain,10/28/90,#N/A,14.4,#N/A,#N/A,#N/A
10/29/12,10.9,15.6,10,4.9,rain,10/29/90,#N/A,15.6,#N/A,#N/A,#N/A
10/30/12,34.5,15,12.2,2.8,rain,10/30/90,#N/A,15,#N/A,#N/A,#N/A
10/31/12,14.5,15.6,11.1,2.7,rain,10/31/90,#N/A,15.6,#N/A,#N/A,#N/A
11/1/12,9.7,15,10.6,3,rain,11/1/90,#N/A,15,#N/A,#N/A,#N/A
11/2/12,5.6,15,10.6,1,rain,11/2/90,#N/A,15,#N/A,#N/A,#N/A
11/3/12,0.5,15.6,11.1,3.6,rain,11/3/90,#N/A,15.6,#N/A,#N/A,#N/A
11/4/12,8.1,17.8,12.8,3.8,rain,11/4/90,#N/A,17.8,#N/A,#N/A,#N/A
11/5/12,0.8,15,7.8,4,rain,11/5/90,#N/A,15,#N/A,#N/A,#N/A
11/6/12,0.3,12.8,6.7,3.5,rain,11/6/90,#N/A,12.8,#N/A,#N/A,#N/A
11/7/12,0,12.2,3.9,3.4,rain,11/7/90,#N/A,12.2,#N/A,#N/A,#N/A
11/8/12,0,10,1.1,3.4,rain,11/8/90,#N/A,10,#N/A,#N/A,#N/A
11/9/12,0,8.9,1.1,2,rain,11/9/90,#N/A,8.9,#N/A,#N/A,#N/A
11/10/12,0,7.8,-0.6,2.2,sun,11/10/90,#N/A,#N/A,7.8,#N/A,#N/A
11/11/12,15.2,8.9,1.1,3,rain,11/11/90,#N/A,8.9,#N/A,#N/A,#N/A
11/12/12,3.6,12.8,6.1,3,rain,11/12/90,#N/A,12.8,#N/A,#N/A,#N/A
11/13/12,5.3,11.1,7.8,2.5,rain,11/13/90,#N/A,11.1,#N/A,#N/A,#N/A
11/14/12,0.8,11.1,5,2.6,rain,11/14/90,#N/A,11.1,#N/A,#N/A,#N/A
11/15/12,0,9.4,2.8,2.4,drizzle,11/15/90,9.4,#N/A,#N/A,#N/A,#N/A
11/16/12,5.6,9.4,2.2,1.6,rain,11/16/90,#N/A,9.4,#N/A,#N/A,#N/A
11/17/12,6.1,12.2,6.1,5.3,rain,11/17/90,#N/A,12.2,#N/A,#N/A,#N/A
11/18/12,7.9,10,6.1,4.9,rain,11/18/90,#N/A,10,#N/A,#N/A,#N/A
11/19/12,54.1,13.3,8.3,6,rain,11/19/90,#N/A,13.3,#N/A,#N/A,#N/A
11/20/12,3.8,11.1,7.2,4.2,rain,11/20/90,#N/A,11.1,#N/A,#N/A,#N/A
11/21/12,11.2,8.3,3.9,5.5,rain,11/21/90,#N/A,8.3,#N/A,#N/A,#N/A
11/22/12,0,8.9,2.8,1.5,rain,11/22/90,#N/A,8.9,#N/A,#N/A,#N/A
11/23/12,32,9.4,6.1,2.4,rain,11/23/90,#N/A,9.4,#N/A,#N/A,#N/A
11/24/12,0,8.9,3.9,1.2,rain,11/24/90,#N/A,8.9,#N/A,#N/A,#N/A
11/25/12,0,8.3,1.1,3.6,drizzle,11/25/90,8.3,#N/A,#N/A,#N/A,#N/A
11/26/12,0,9.4,1.7,3.8,fog,11/26/90,#N/A,#N/A,#N/A,#N/A,9.4
11/27/12,0,10,1.7,1.5,sun,11/27/90,#N/A,#N/A,10,#N/A,#N/A
11/28/12,2.8,9.4,2.2,2.9,rain,11/28/90,#N/A,9.4,#N/A,#N/A,#N/A
11/29/12,1.5,12.8,7.8,4.2,rain,11/29/90,#N/A,12.8,#N/A,#N/A,#N/A
11/30/12,35.6,15,7.8,4.6,rain,11/30/90,#N/A,15,#N/A,#N/A,#N/A
12/1/12,4.1,13.3,8.3,5.5,rain,12/1/90,#N/A,13.3,#N/A,#N/A,#N/A
12/2/12,19.6,8.3,7.2,6.2,rain,12/2/90,#N/A,8.3,#N/A,#N/A,#N/A
12/3/12,13,9.4,7.2,4.4,rain,12/3/90,#N/A,9.4,#N/A,#N/A,#N/A
12/4/12,14.2,11.7,7.2,6.2,rain,12/4/90,#N/A,11.7,#N/A,#N/A,#N/A
12/5/12,1.5,8.9,4.4,5,rain,12/5/90,#N/A,8.9,#N/A,#N/A,#N/A
12/6/12,1.5,7.2,6.1,5.1,rain,12/6/90,#N/A,7.2,#N/A,#N/A,#N/A
12/7/12,1,7.8,3.3,4.6,rain,12/7/90,#N/A,7.8,#N/A,#N/A,#N/A
12/8/12,0,6.7,3.3,2,sun,12/8/90,#N/A,#N/A,6.7,#N/A,#N/A
12/9/12,1.5,6.7,2.8,2.1,rain,12/9/90,#N/A,6.7,#N/A,#N/A,#N/A
12/10/12,0.5,7.2,5.6,1.8,rain,12/10/90,#N/A,7.2,#N/A,#N/A,#N/A
12/11/12,3,7.8,5.6,4.5,rain,12/11/90,#N/A,7.8,#N/A,#N/A,#N/A
12/12/12,8.1,6.7,4.4,2,rain,12/12/90,#N/A,6.7,#N/A,#N/A,#N/A
12/13/12,2.3,7.2,3.3,2.8,rain,12/13/90,#N/A,7.2,#N/A,#N/A,#N/A
12/14/12,7.9,6.1,1.1,1.7,rain,12/14/90,#N/A,6.1,#N/A,#N/A,#N/A
12/15/12,5.3,4.4,0.6,5.1,snow,12/15/90,#N/A,#N/A,#N/A,4.4,#N/A
12/16/12,22.6,6.7,3.3,5.5,snow,12/16/90,#N/A,#N/A,#N/A,6.7,#N/A
12/17/12,2,8.3,1.7,9.5,rain,12/17/90,#N/A,8.3,#N/A,#N/A,#N/A
12/18/12,3.3,3.9,0.6,5.3,snow,12/18/90,#N/A,#N/A,#N/A,3.9,#N/A
12/19/12,13.7,8.3,1.7,5.8,snow,12/19/90,#N/A,#N/A,#N/A,8.3,#N/A
12/20/12,13.2,7.2,0.6,3.7,rain,12/20/90,#N/A,7.2,#N/A,#N/A,#N/A
12/21/12,1.8,8.3,-1.7,1.7,rain,12/21/90,#N/A,8.3,#N/A,#N/A,#N/A
12/22/12,3.3,8.3,3.9,3.5,rain,12/22/90,#N/A,8.3,#N/A,#N/A,#N/A
12/23/12,6.6,7.2,3.3,2.5,rain,12/23/90,#N/A,7.2,#N/A,#N/A,#N/A
12/24/12,0.3,5.6,2.8,2.8,rain,12/24/90,#N/A,5.6,#N/A,#N/A,#N/A
12/25/12,13.5,5.6,2.8,4.2,snow,12/25/90,#N/A,#N/A,#N/A,5.6,#N/A
12/26/12,4.6,6.7,3.3,4.9,rain,12/26/90,#N/A,6.7,#N/A,#N/A,#N/A
12/27/12,4.1,7.8,3.3,3.2,rain,12/27/90,#N/A,7.8,#N/A,#N/A,#N/A
12/28/12,0,8.3,3.9,1.7,rain,12/28/90,#N/A,8.3,#N/A,#N/A,#N/A
12/29/12,1.5,5,3.3,1.7,rain,12/29/90,#N/A,5,#N/A,#N/A,#N/A
12/30/12,0,4.4,0,1.8,drizzle,12/30/90,4.4,#N/A,#N/A,#N/A,#N/A
12/31/12,0,3.3,-1.1,2,drizzle,12/31/90,3.3,#N/A,#N/A,#N/A,#N/A
1/1/13,0,5,-2.8,2.7,sun,1/1/90,#N/A,#N/A,5,#N/A,#N/A
1/2/13,0,6.1,-1.1,3.2,sun,1/2/90,#N/A,#N/A,6.1,#N/A,#N/A
1/3/13,4.1,6.7,-1.7,3,rain,1/3/90,#N/A,6.7,#N/A,#N/A,#N/A
1/4/13,2.5,10,2.2,2.8,rain,1/4/90,#N/A,10,#N/A,#N/A,#N/A
1/5/13,3,6.7,4.4,3.1,rain,1/5/90,#N/A,6.7,#N/A,#N/A,#N/A
1/6/13,2,7.2,2.8,3,rain,1/6/90,#N/A,7.2,#N/A,#N/A,#N/A
1/7/13,2.3,10,4.4,7.3,rain,1/7/90,#N/A,10,#N/A,#N/A,#N/A
1/8/13,16.3,11.7,5.6,6.3,rain,1/8/90,#N/A,11.7,#N/A,#N/A,#N/A
1/9/13,38.4,10,1.7,5.1,rain,1/9/90,#N/A,10,#N/A,#N/A,#N/A
1/10/13,0.3,3.3,-0.6,2.1,snow,1/10/90,#N/A,#N/A,#N/A,3.3,#N/A
1/11/13,0,2.8,-2.8,1.9,drizzle,1/11/90,2.8,#N/A,#N/A,#N/A,#N/A
1/12/13,0,2.8,-3.9,2,sun,1/12/90,#N/A,#N/A,2.8,#N/A,#N/A
1/13/13,0,2.2,-4.4,1.5,sun,1/13/90,#N/A,#N/A,2.2,#N/A,#N/A
1/14/13,0,3.3,-2.2,1.3,sun,1/14/90,#N/A,#N/A,3.3,#N/A,#N/A
1/15/13,0,6.7,-0.6,2.3,sun,1/15/90,#N/A,#N/A,6.7,#N/A,#N/A
1/16/13,0,6.1,-3.9,1.8,drizzle,1/16/90,6.1,#N/A,#N/A,#N/A,#N/A
1/17/13,0,3.9,-2.8,1,drizzle,1/17/90,3.9,#N/A,#N/A,#N/A,#N/A
1/18/13,0,3.3,-1.1,1.3,drizzle,1/18/90,3.3,#N/A,#N/A,#N/A,#N/A
1/19/13,0,1.1,-0.6,1.9,drizzle,1/19/90,1.1,#N/A,#N/A,#N/A,#N/A
1/20/13,0,3.3,-0.6,2.1,drizzle,1/20/90,3.3,#N/A,#N/A,#N/A,#N/A
1/21/13,0,2.2,-1.7,1.1,drizzle,1/21/90,2.2,#N/A,#N/A,#N/A,#N/A
1/22/13,0,3.3,-1.7,0.6,drizzle,1/22/90,3.3,#N/A,#N/A,#N/A,#N/A
1/23/13,5.1,7.2,2.2,3.1,rain,1/23/90,#N/A,7.2,#N/A,#N/A,#N/A
1/24/13,5.8,7.2,1.1,2.6,rain,1/24/90,#N/A,7.2,#N/A,#N/A,#N/A
1/25/13,3,10.6,2.8,2.1,rain,1/25/90,#N/A,10.6,#N/A,#N/A,#N/A
1/26/13,2.3,8.3,3.9,4.5,rain,1/26/90,#N/A,8.3,#N/A,#N/A,#N/A
1/27/13,1.8,5.6,3.9,4.5,rain,1/27/90,#N/A,5.6,#N/A,#N/A,#N/A
1/28/13,7.9,6.1,3.3,3.2,rain,1/28/90,#N/A,6.1,#N/A,#N/A,#N/A
1/29/13,4.3,8.3,5,3.9,rain,1/29/90,#N/A,8.3,#N/A,#N/A,#N/A
1/30/13,3.6,8.9,6.7,3.9,rain,1/30/90,#N/A,8.9,#N/A,#N/A,#N/A
1/31/13,3,9.4,7.2,4,rain,1/31/90,#N/A,9.4,#N/A,#N/A,#N/A
2/1/13,0.3,11.7,5,2.9,rain,2/1/90,#N/A,11.7,#N/A,#N/A,#N/A
2/2/13,0,6.1,2.8,2,drizzle,2/2/90,6.1,#N/A,#N/A,#N/A,#N/A
2/3/13,2.3,8.9,2.8,2.9,rain,2/3/90,#N/A,8.9,#N/A,#N/A,#N/A
2/4/13,0,10.6,6.7,2.6,rain,2/4/90,#N/A,10.6,#N/A,#N/A,#N/A
2/5/13,3.3,10,6.7,5.1,rain,2/5/90,#N/A,10,#N/A,#N/A,#N/A
2/6/13,1,10.6,6.1,4.5,rain,2/6/90,#N/A,10.6,#N/A,#N/A,#N/A
2/7/13,1.3,9.4,3.3,4.1,rain,2/7/90,#N/A,9.4,#N/A,#N/A,#N/A
2/8/13,0,7.8,2.2,1.3,sun,2/8/90,#N/A,#N/A,7.8,#N/A,#N/A
2/9/13,0.3,8.3,4.4,1.3,rain,2/9/90,#N/A,8.3,#N/A,#N/A,#N/A
2/10/13,0,8.9,1.7,2,drizzle,2/10/90,8.9,#N/A,#N/A,#N/A,#N/A
2/11/13,0.3,8.3,4.4,1.4,rain,2/11/90,#N/A,8.3,#N/A,#N/A,#N/A
2/12/13,1,11.1,7.2,5.6,rain,2/12/90,#N/A,11.1,#N/A,#N/A,#N/A
2/13/13,2.3,9.4,7.2,4.1,rain,2/13/90,#N/A,9.4,#N/A,#N/A,#N/A
2/14/13,1,9.4,5.6,2.2,rain,2/14/90,#N/A,9.4,#N/A,#N/A,#N/A
2/15/13,0,13.3,5,2.4,drizzle,2/15/90,13.3,#N/A,#N/A,#N/A,#N/A
2/16/13,0,11.1,3.9,5.6,rain,2/16/90,#N/A,11.1,#N/A,#N/A,#N/A
2/17/13,0,9.4,4.4,3.4,rain,2/17/90,#N/A,9.4,#N/A,#N/A,#N/A
2/18/13,0,7.8,3.9,1.9,rain,2/18/90,#N/A,7.8,#N/A,#N/A,#N/A
2/19/13,0,10.6,1.7,3.4,sun,2/19/90,#N/A,#N/A,10.6,#N/A,#N/A
2/20/13,1.5,7.8,1.1,2.1,rain,2/20/90,#N/A,7.8,#N/A,#N/A,#N/A
2/21/13,0.5,6.7,3.9,6.2,rain,2/21/90,#N/A,6.7,#N/A,#N/A,#N/A
2/22/13,9.4,7.8,3.9,8.1,rain,2/22/90,#N/A,7.8,#N/A,#N/A,#N/A
2/23/13,0.3,10,3.9,4.6,rain,2/23/90,#N/A,10,#N/A,#N/A,#N/A
2/24/13,0,8.9,5,5.5,rain,2/24/90,#N/A,8.9,#N/A,#N/A,#N/A
2/25/13,2.3,10.6,3.3,7.1,rain,2/25/90,#N/A,10.6,#N/A,#N/A,#N/A
2/26/13,0.5,8.9,3.9,3.8,rain,2/26/90,#N/A,8.9,#N/A,#N/A,#N/A
2/27/13,4.6,10,4.4,1.8,rain,2/27/90,#N/A,10,#N/A,#N/A,#N/A
2/28/13,8.1,11.7,6.7,3.8,rain,2/28/90,#N/A,11.7,#N/A,#N/A,#N/A
3/1/13,4.1,15,11.1,5.4,rain,3/1/90,#N/A,15,#N/A,#N/A,#N/A
3/2/13,0.8,13.9,5,4.5,rain,3/2/90,#N/A,13.9,#N/A,#N/A,#N/A
3/3/13,0,11.1,2.2,2.8,sun,3/3/90,#N/A,#N/A,11.1,#N/A,#N/A
3/4/13,0,13.3,0,3.9,sun,3/4/90,#N/A,#N/A,13.3,#N/A,#N/A
3/5/13,0,9.4,6.1,2.4,rain,3/5/90,#N/A,9.4,#N/A,#N/A,#N/A
3/6/13,11.9,7.2,5,4.1,rain,3/6/90,#N/A,7.2,#N/A,#N/A,#N/A
3/7/13,7.4,12.2,5,2.5,rain,3/7/90,#N/A,12.2,#N/A,#N/A,#N/A
3/8/13,0,11.7,2.2,2.6,drizzle,3/8/90,11.7,#N/A,#N/A,#N/A,#N/A
3/9/13,0,12.8,1.1,1.3,fog,3/9/90,#N/A,#N/A,#N/A,#N/A,12.8
3/10/13,0.8,7.8,3.9,1.6,rain,3/10/90,#N/A,7.8,#N/A,#N/A,#N/A
3/11/13,1.3,10.6,6.1,1.1,rain,3/11/90,#N/A,10.6,#N/A,#N/A,#N/A
3/12/13,2,12.8,10,5.7,rain,3/12/90,#N/A,12.8,#N/A,#N/A,#N/A
3/13/13,2.3,11.7,9.4,3.7,rain,3/13/90,#N/A,11.7,#N/A,#N/A,#N/A
3/14/13,2.8,11.7,9.4,3,rain,3/14/90,#N/A,11.7,#N/A,#N/A,#N/A
3/15/13,0,14.4,8.9,4.3,rain,3/15/90,#N/A,14.4,#N/A,#N/A,#N/A
3/16/13,4.3,10.6,4.4,6.4,rain,3/16/90,#N/A,10.6,#N/A,#N/A,#N/A
3/17/13,0,8.9,3.9,6.1,sun,3/17/90,#N/A,#N/A,8.9,#N/A,#N/A
3/18/13,0,11.7,3.9,5.9,rain,3/18/90,#N/A,11.7,#N/A,#N/A,#N/A
3/19/13,11.7,12.8,1.7,3.4,rain,3/19/90,#N/A,12.8,#N/A,#N/A,#N/A
3/20/13,9.9,11.1,4.4,7.6,rain,3/20/90,#N/A,11.1,#N/A,#N/A,#N/A
3/21/13,8.1,10,2.2,4.9,snow,3/21/90,#N/A,#N/A,#N/A,10,#N/A
3/22/13,0,9.4,0.6,2.2,sun,3/22/90,#N/A,#N/A,9.4,#N/A,#N/A
3/23/13,0,10,1.1,2.6,sun,3/23/90,#N/A,#N/A,10,#N/A,#N/A
3/24/13,0,12.2,0.6,2.1,sun,3/24/90,#N/A,#N/A,12.2,#N/A,#N/A
3/25/13,0,16.7,4.4,2.8,sun,3/25/90,#N/A,#N/A,16.7,#N/A,#N/A
3/26/13,0,16.7,6.1,1.7,sun,3/26/90,#N/A,#N/A,16.7,#N/A,#N/A
3/27/13,0.3,13.3,7.2,1.6,rain,3/27/90,#N/A,13.3,#N/A,#N/A,#N/A
3/28/13,2,16.1,8.3,1.3,rain,3/28/90,#N/A,16.1,#N/A,#N/A,#N/A
3/29/13,0,18.3,7.8,2.5,rain,3/29/90,#N/A,18.3,#N/A,#N/A,#N/A
3/30/13,0,20,5.6,4.4,drizzle,3/30/90,20,#N/A,#N/A,#N/A,#N/A
3/31/13,0,20.6,6.7,2.9,sun,3/31/90,#N/A,#N/A,20.6,#N/A,#N/A
4/1/13,0,17.2,8.3,3.6,sun,4/1/90,#N/A,#N/A,17.2,#N/A,#N/A
4/2/13,0,13.9,8.9,2.2,sun,4/2/90,#N/A,#N/A,13.9,#N/A,#N/A
4/3/13,0,16.7,7.8,1.6,sun,4/3/90,#N/A,#N/A,16.7,#N/A,#N/A
4/4/13,8.4,14.4,10,3,rain,4/4/90,#N/A,14.4,#N/A,#N/A,#N/A
4/5/13,18.5,13.9,10,5.6,rain,4/5/90,#N/A,13.9,#N/A,#N/A,#N/A
4/6/13,12.7,12.2,7.2,5,rain,4/6/90,#N/A,12.2,#N/A,#N/A,#N/A
4/7/13,39.1,8.3,5,3.9,rain,4/7/90,#N/A,8.3,#N/A,#N/A,#N/A
4/8/13,0.8,13.3,6.1,3.1,rain,4/8/90,#N/A,13.3,#N/A,#N/A,#N/A
4/9/13,0,12.2,6.1,2.4,sun,4/9/90,#N/A,#N/A,12.2,#N/A,#N/A
4/10/13,9.4,15,8.9,6.4,rain,4/10/90,#N/A,15,#N/A,#N/A,#N/A
4/11/13,1.5,12.2,6.7,3.8,rain,4/11/90,#N/A,12.2,#N/A,#N/A,#N/A
4/12/13,9.7,7.8,4.4,4.6,rain,4/12/90,#N/A,7.8,#N/A,#N/A,#N/A
4/13/13,9.4,10.6,3.3,5.7,rain,4/13/90,#N/A,10.6,#N/A,#N/A,#N/A
4/14/13,5.8,12.8,4.4,2.3,rain,4/14/90,#N/A,12.8,#N/A,#N/A,#N/A
4/15/13,0,13.9,4.4,2.4,fog,4/15/90,#N/A,#N/A,#N/A,#N/A,13.9
4/16/13,0.3,13.9,3.3,2.6,rain,4/16/90,#N/A,13.9,#N/A,#N/A,#N/A
4/17/13,0,15,3.9,3.3,drizzle,4/17/90,15,#N/A,#N/A,#N/A,#N/A
4/18/13,5.3,11.7,6.7,4,rain,4/18/90,#N/A,11.7,#N/A,#N/A,#N/A
4/19/13,20.6,13.3,9.4,4.9,rain,4/19/90,#N/A,13.3,#N/A,#N/A,#N/A
4/20/13,0,13.9,8.3,5.8,sun,4/20/90,#N/A,#N/A,13.9,#N/A,#N/A
4/21/13,3.3,12.2,6.7,4.1,rain,4/21/90,#N/A,12.2,#N/A,#N/A,#N/A
4/22/13,0,16.1,5,4.3,sun,4/22/90,#N/A,#N/A,16.1,#N/A,#N/A
4/23/13,0,17.8,3.9,2.8,sun,4/23/90,#N/A,#N/A,17.8,#N/A,#N/A
4/24/13,0,21.1,6.1,3,sun,4/24/90,#N/A,#N/A,21.1,#N/A,#N/A
4/25/13,0,21.7,6.7,1.1,sun,4/25/90,#N/A,#N/A,21.7,#N/A,#N/A
4/26/13,0,20.6,8.3,2.2,fog,4/26/90,#N/A,#N/A,#N/A,#N/A,20.6
4/27/13,0,13.9,10.6,5.9,sun,4/27/90,#N/A,#N/A,13.9,#N/A,#N/A
4/28/13,1,15,9.4,5.2,rain,4/28/90,#N/A,15,#N/A,#N/A,#N/A
4/29/13,3.8,13.9,6.7,4.2,rain,4/29/90,#N/A,13.9,#N/A,#N/A,#N/A
4/30/13,0,12.8,4.4,2.4,sun,4/30/90,#N/A,#N/A,12.8,#N/A,#N/A
5/1/13,0,18.3,3.3,3.1,sun,5/1/90,#N/A,#N/A,18.3,#N/A,#N/A
5/2/13,0,20.6,6.7,4,sun,5/2/90,#N/A,#N/A,20.6,#N/A,#N/A
5/3/13,0,21.7,9.4,4.9,sun,5/3/90,#N/A,#N/A,21.7,#N/A,#N/A
5/4/13,0,25,11.1,6.5,sun,5/4/90,#N/A,#N/A,25,#N/A,#N/A
5/5/13,0,28.9,11.7,5.3,sun,5/5/90,#N/A,#N/A,28.9,#N/A,#N/A
5/6/13,0,30.6,12.2,2,sun,5/6/90,#N/A,#N/A,30.6,#N/A,#N/A
5/7/13,0,20.6,11.1,3.3,sun,5/7/90,#N/A,#N/A,20.6,#N/A,#N/A
5/8/13,0,19.4,11.1,1.9,sun,5/8/90,#N/A,#N/A,19.4,#N/A,#N/A
5/9/13,0,22.8,10,1.3,sun,5/9/90,#N/A,#N/A,22.8,#N/A,#N/A
5/10/13,0,26.1,9.4,1,sun,5/10/90,#N/A,#N/A,26.1,#N/A,#N/A
5/11/13,0,27.2,12.2,2.6,sun,5/11/90,#N/A,#N/A,27.2,#N/A,#N/A
5/12/13,6.6,21.7,13.9,3.9,rain,5/12/90,#N/A,21.7,#N/A,#N/A,#N/A
5/13/13,3.3,18.9,9.4,5,rain,5/13/90,#N/A,18.9,#N/A,#N/A,#N/A
5/14/13,0,18.3,7.8,2.4,sun,5/14/90,#N/A,#N/A,18.3,#N/A,#N/A
5/15/13,1,17.2,8.9,2.3,rain,5/15/90,#N/A,17.2,#N/A,#N/A,#N/A
5/16/13,0,21.7,12.2,2.7,fog,5/16/90,#N/A,#N/A,#N/A,#N/A,21.7
5/17/13,0.5,17.2,11.7,3.7,rain,5/17/90,#N/A,17.2,#N/A,#N/A,#N/A
5/18/13,0,16.7,11.1,2.9,sun,5/18/90,#N/A,#N/A,16.7,#N/A,#N/A
5/19/13,0,18.3,10.6,2.3,sun,5/19/90,#N/A,#N/A,18.3,#N/A,#N/A
5/20/13,0,19.4,9.4,1.8,sun,5/20/90,#N/A,#N/A,19.4,#N/A,#N/A
5/21/13,13.7,15.6,8.3,4.8,rain,5/21/90,#N/A,15.6,#N/A,#N/A,#N/A
5/22/13,13.7,11.1,7.2,3,rain,5/22/90,#N/A,11.1,#N/A,#N/A,#N/A
5/23/13,4.1,12.2,6.7,1.9,rain,5/23/90,#N/A,12.2,#N/A,#N/A,#N/A
5/24/13,0.3,16.7,8.9,2.7,rain,5/24/90,#N/A,16.7,#N/A,#N/A,#N/A
5/25/13,0,17.8,10,2.7,sun,5/25/90,#N/A,#N/A,17.8,#N/A,#N/A
5/26/13,1.5,18.3,10.6,2.2,rain,5/26/90,#N/A,18.3,#N/A,#N/A,#N/A
5/27/13,9.7,16.7,11.1,3.1,rain,5/27/90,#N/A,16.7,#N/A,#N/A,#N/A
5/28/13,0.5,17.2,11.7,2.8,rain,5/28/90,#N/A,17.2,#N/A,#N/A,#N/A
5/29/13,5.6,16.1,9.4,4,rain,5/29/90,#N/A,16.1,#N/A,#N/A,#N/A
5/30/13,0,16.7,9.4,5.3,sun,5/30/90,#N/A,#N/A,16.7,#N/A,#N/A
5/31/13,0,19.4,11.1,2.5,sun,5/31/90,#N/A,#N/A,19.4,#N/A,#N/A
6/1/13,0,22.8,12.2,2.5,sun,6/1/90,#N/A,#N/A,22.8,#N/A,#N/A
6/2/13,1,20.6,12.2,3.1,rain,6/2/90,#N/A,20.6,#N/A,#N/A,#N/A
6/3/13,0,22.2,11.1,2.9,sun,6/3/90,#N/A,#N/A,22.2,#N/A,#N/A
6/4/13,0,26.1,12.2,3.4,sun,6/4/90,#N/A,#N/A,26.1,#N/A,#N/A
6/5/13,0,26.7,14.4,3.1,sun,6/5/90,#N/A,#N/A,26.7,#N/A,#N/A
6/6/13,0,26.7,12.2,2.5,sun,6/6/90,#N/A,#N/A,26.7,#N/A,#N/A
6/7/13,0,21.7,13.3,3.2,sun,6/7/90,#N/A,#N/A,21.7,#N/A,#N/A
